_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
49630,https://www.tvmaze.com/shows/49630/kontakty,Контакты,Game Show,Russian,[],Running,30.0,41.0,2019-04-03,,https://www.youtube.com/playlist?list=PLZ1FUdedsrSJubWkFFh5vKHzawzQk1mYI,53,,,,1651688041
51510,https://www.tvmaze.com/shows/51510/zona-komforta,Зона комфорта,Scripted,Russian,['Comedy'],Ended,,29.0,2020-10-22,2022-03-02,https://okko.tv/serial/zona-komforta,42,,,,1649573482
52499,https://www.tvmaze.com/shows/52499/passaziry,Пассажиры,Scripted,Russian,"['Drama', 'Supernatural']",Running,22.0,23.0,2020-12-24,,https://start.ru/watch/passazhiry,84,,,,1651990755
49652,https://www.tvmaze.com/shows/49652/yi-nian-yong-heng,Yi Nian Yong Heng,Animation,Chinese,"['Comedy', 'Action', 'Anime', 'Fantasy']",Running,19.0,19.0,2020-08-12,,https://v.qq.com/detail/w/ww18u675tfmhas6.html,17,,,"<p>One will to create oceans. One will to summon the mulberry fields.<br /><br />One will to slaughter countless devils. One will to eradicate innumerable immortals.<br /><br />Only my will… is eternal.<br /><br />A Will Eternal tells the tale of Bai Xiaochun, an endearing but exasperating young man who is driven primarily by his fear of death and desire to live forever, but who deeply values friendship and family.<br /><br />(Source: Novel Updates)</p>",1649494182
44276,https://www.tvmaze.com/shows/44276/7-days-of-romance,7 Days of Romance,Scripted,Korean,"['Drama', 'Romance']",Ended,,15.0,2019-10-08,2021-01-20,,82,,,<p>Da Eun works part-time and Kim Byul is an idol in her 5th years since debut. These two girls who look alike decide to change each other's lives just for 7 days. It tells the romantic encounters of these 2 girls.</p>,1650033745
55002,https://www.tvmaze.com/shows/55002/no-turning-back-romance,No Turning Back Romance,Scripted,Korean,[],Ended,,12.0,2020-12-08,2021-01-06,,20,,,"<p>A teen romance of So Dam, a sixteen-year-old girl, who has never dated before but she receives her first-ever love confession from a mysterious boy. She is looking for the boy who secretly confessed to her while she was asleep on her desk. The clues include a male voice, mango fruit scent and gym uniform. She must piece the puzzle to find that person among the likely candidates that include hot shots Park Ji Hoo, Jeong Han Kyul, and Joo In Hyuk.</p>",1621617231
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
52784,https://www.tvmaze.com/shows/52784/unique-lady-2,Unique Lady 2,Scripted,Chinese,"['Comedy', 'Fantasy', 'Romance']",Running,45.0,45.0,2020-12-24,,,17,,,"<p>Lin Luojing enters the XR system due to a technology competition, and time-travels to the Sheng Yuan Dynasty of the game. To return back to reality, she has to find her true love and max the ""favorability points"". In the midst of exchanging tactics with arrogant prince Zhong Wu Mei, her former personal guard Liu Xiu Wen returns to the capital, this time with a new identity as the Persian Prince. Liu Xiu Wen vows to wage war on Zhong Wuyan. Facing both internal and external crises and conflicts, how will Lin Luojing resolve it and embark on her journey back home?</p>",1609651676
52784,https://www.tvmaze.com/shows/52784/unique-lady-2,Unique Lady 2,Scripted,Chinese,"['Comedy', 'Fantasy', 'Romance']",Running,45.0,45.0,2020-12-24,,,17,,,"<p>Lin Luojing enters the XR system due to a technology competition, and time-travels to the Sheng Yuan Dynasty of the game. To return back to reality, she has to find her true love and max the ""favorability points"". In the midst of exchanging tactics with arrogant prince Zhong Wu Mei, her former personal guard Liu Xiu Wen returns to the capital, this time with a new identity as the Persian Prince. Liu Xiu Wen vows to wage war on Zhong Wuyan. Facing both internal and external crises and conflicts, how will Lin Luojing resolve it and embark on her journey back home?</p>",1609651676
