_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
7847,https://www.tvmaze.com/shows/7847/po-sezonu-videodajdzest-seasonvar,По сезону. Видеодайджест Seasonvar,Talk Show,Russian,[],Running,9.0,9.0,2015-02-13,,http://seasonvar.ru/serial-11488-Po_sezonu_Videodajdzhest_Seasonvar.html,28,,,"<p>Weekly videodaydzhest on site seasonvar.ru and creative team viruseproject.tv. In ten minutes, we talk about the most important events of the past week: look down on the set is not yet published projects, sharing the secrets of private life actors consider the prospects for the development of genres and discuss news TV industry! In videodaydzheste you will find only reliable information from Russian and foreign publications, as well as take part in choosing the best show of the month! Our weekly news videodaydzhest will suit every viewer, so gather good company with family and friends, as well as stock up on popcorn - these ten minutes you shock, delight and inform the latest news about your favorite TV projects!</p>",1651181655
48402,https://www.tvmaze.com/shows/48402/cuma,Чума!,Scripted,Russian,['Comedy'],Ended,21.0,21.0,2020-05-29,2020-12-18,https://www.ivi.ru/watch/chuma-2020,30,,,"<p><b>Plague</b> – a Comedy project about how hard it is to survive in the middle ages during the plague. This is a story about the residents of the fictional town of Hamburg, locked in a castle under quarantine. Also locked up in the castle is the Messenger William, who, in fact, brought the news of the plague.</p>",1609468403
52118,https://www.tvmaze.com/shows/52118/zakon-i-besporyadok,Zakon i Besporyadok,Scripted,Russian,"['Comedy', 'Action', 'Crime']",Ended,30.0,30.0,2020-11-27,2020-12-11,https://www.ivi.ru/watch/zakon-i-besporyadok,3,,,"<p>Lytk-Angeles, the state of Moskvachussets, has always been a quiet town where every gang had its rightful place. The Colombians smoked plantain, the Irish sipped beer, and the Chinese ate noodles. But one day the evil Russian Communists came and brought sugar with them. They slaughtered all the street vendors of plantain, seized control of the production of matryoshka dolls (a traditional Yugoslav business) and got the whole city hooked on white powder.</p><p>This will be the last case for Eustace Lynch. Famous for his lucky tattoo, an Irish gangster comes to Lytk-Angeles from Dublin (also known as Dubna) to get rid of the Communists. At the same time, Sally Raptor, a police officer from palm beach (also known as Gelendzhik) arrives in the city with a similar task.</p><p>Zakon i Besporyadok is a parody of the films of the 80s and 90s that we watched on videotapes with one-voice voice-over as a child, and a tribute to that forever-gone era when the screen belonged entirely to evil Russians, Asian martial artists and drinking detectives in ridiculous hats. Each episode parodies one of your favorite genres: the characters don't change, but they end up in an Asian fighting game, a crime Thriller, or even a neo-noir story.</p>",1616037669
52198,https://www.tvmaze.com/shows/52198/kotiki,Котики,Scripted,Russian,['Comedy'],Ended,12.0,12.0,2020-11-30,2020-12-11,http://epic-media.ru/project/kotiki,15,,,,1637555191
20734,https://www.tvmaze.com/shows/20734/fox-spirit-matchmaker,Fox Spirit Matchmaker,Animation,Chinese,"['Comedy', 'Anime', 'Fantasy', 'Romance']",Running,10.0,10.0,2015-06-26,,http://www.bilibili.com/bangumi/%E7%8B%90%E5%A6%96%E5%B0%8F%E7%BA%A2%E5%A8%98/,64,,,"<p>Buy UCO from childhood grew up in the clan, Ichigo, but their ""care"" was for him a living Hell. Constant bullying, stealing the Goodies, without which Ycu can not live, and even eternal persecution, from the fair sex turned him into a goner cheapskate who wants to take revenge on his tormentors. But revenge is sweet and the path to it is thorny and to accomplish, UCU need to marry a girl Yes, as soon as possible. But when the heroes just happen? Never! And meeting with the small and the big-eared Fox Susan su su did not just destroy his plans, but starts spinning the wheel of fate that was waiting in the wings for hundreds of years!</p>",1629636336
20734,https://www.tvmaze.com/shows/20734/fox-spirit-matchmaker,Fox Spirit Matchmaker,Animation,Chinese,"['Comedy', 'Anime', 'Fantasy', 'Romance']",Running,10.0,10.0,2015-06-26,,http://www.bilibili.com/bangumi/%E7%8B%90%E5%A6%96%E5%B0%8F%E7%BA%A2%E5%A8%98/,64,,,"<p>Buy UCO from childhood grew up in the clan, Ichigo, but their ""care"" was for him a living Hell. Constant bullying, stealing the Goodies, without which Ycu can not live, and even eternal persecution, from the fair sex turned him into a goner cheapskate who wants to take revenge on his tormentors. But revenge is sweet and the path to it is thorny and to accomplish, UCU need to marry a girl Yes, as soon as possible. But when the heroes just happen? Never! And meeting with the small and the big-eared Fox Susan su su did not just destroy his plans, but starts spinning the wheel of fate that was waiting in the wings for hundreds of years!</p>",1629636336
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
49485,https://www.tvmaze.com/shows/49485/the-founder-of-diabolism-q,The Founder of Diabolism Q,Animation,Chinese,"['Comedy', 'Anime', 'History', 'Supernatural']",Ended,5.0,5.0,2020-07-31,2021-02-12,https://v.qq.com/detail/m/mzc00200fdthd81.html,60,,,"<p>The chibi spin-off takes place during the three periods of Wei Wuxian's life (adolescence, adulthood, and rebirth after death), selecting the cute, warm, and healing parts as the main contents. This series hopes to heal the audience who loves the main story of <i>Mo Dao Zu Shi</i>, but were ""injured"" by the melancholy plot of the drama.</p>",1621019292
52782,https://www.tvmaze.com/shows/52782/mr-right-is-here,Mr. Right is Here!,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-12-10,2020-12-18,,15,,,"<p>‎The fashion company faced a crisis. Sun Chi, the young owner of the company, at a critical moment took over the management and became the new CEO. He promised his father that in three months he would be able to promote the project ""promoting fashion"" that will help to get out of the crisis. ‎ </p><p>‎Gio Intao, who wanted to be the queen of the fashion industry, by coincidence got into the company and became subordinate to the ""devil"", a young gene. Director Sun Chi.‎   </p><p>‎Sun Chi and Xiao Intao led a fashion company to resolve the crisis and open new markets, allowing Chinese fashion brands to enter the global market step by step. At the same time, they begin to feel each other.‎</p>",1609671640
