_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
41648,https://www.tvmaze.com/shows/41648/sim-for-you,Sim for You,Reality,Korean,[],Running,16.0,16.0,2019-03-25,,https://www.vlive.tv/video/121637,71,,,<p><b>Sim for You</b> is a reality series that chronicles each EXO member's life and reveal stories from their everyday life as a series.</p>,1608499007
35551,https://www.tvmaze.com/shows/35551/soul-land,Soul Land,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,20.0,20.0,2018-01-13,,https://v.qq.com/detail/m/m441e3rjq9kwpsc.html,89,,,"<p>Tang San spent his life in the Tang Outer Sect, dedicated to the creation and mastery of hidden weapons. Once he stole the secret lore of the Inner Sect to reach the pinnacle of his art, his only way out was death. But after throwing himself off the deadly Hell's Peak he was reborn in a different world, the world of Douluo Dalu, a world where every person has a spirit of their own, and those with powerful spirits can practice their spirit power to rise and become Spirit Masters.<br /><br />The spirit that awakens within Tang San is Blue Silver Grass, a useless spirit. Can he overcome the difficulties to reach the high ranks of Spirit Masters and bring the glory of the Tang Sect into this new world?</p>",1643317205
49740,https://www.tvmaze.com/shows/49740/tokyo-joshi-pro-wrestling,Tokyo Joshi Pro Wrestling,Sports,Japanese,[],Running,120.0,120.0,2013-01-30,,https://www.ddtpro.com/,13,,,,1651764342
51670,https://www.tvmaze.com/shows/51670/heaven-officials-blessing,Heaven Official's Blessing,Animation,Chinese,"['Drama', 'Anime', 'Fantasy', 'Romance']",Running,25.0,25.0,2020-10-31,,https://www.bilibili.com/tgcf,52,,,"<p>""Have you heard? The rubbish Heaven Official is having an affair with the ghost realm's number one bigshot!""</p><p>Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age. Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens... yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.</p>",1637711852
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
52782,https://www.tvmaze.com/shows/52782/mr-right-is-here,Mr. Right is Here!,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-12-10,2020-12-18,,15,,,"<p>‎The fashion company faced a crisis. Sun Chi, the young owner of the company, at a critical moment took over the management and became the new CEO. He promised his father that in three months he would be able to promote the project ""promoting fashion"" that will help to get out of the crisis. ‎ </p><p>‎Gio Intao, who wanted to be the queen of the fashion industry, by coincidence got into the company and became subordinate to the ""devil"", a young gene. Director Sun Chi.‎   </p><p>‎Sun Chi and Xiao Intao led a fashion company to resolve the crisis and open new markets, allowing Chinese fashion brands to enter the global market step by step. At the same time, they begin to feel each other.‎</p>",1609671640
52782,https://www.tvmaze.com/shows/52782/mr-right-is-here,Mr. Right is Here!,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-12-10,2020-12-18,,15,,,"<p>‎The fashion company faced a crisis. Sun Chi, the young owner of the company, at a critical moment took over the management and became the new CEO. He promised his father that in three months he would be able to promote the project ""promoting fashion"" that will help to get out of the crisis. ‎ </p><p>‎Gio Intao, who wanted to be the queen of the fashion industry, by coincidence got into the company and became subordinate to the ""devil"", a young gene. Director Sun Chi.‎   </p><p>‎Sun Chi and Xiao Intao led a fashion company to resolve the crisis and open new markets, allowing Chinese fashion brands to enter the global market step by step. At the same time, they begin to feel each other.‎</p>",1609671640
55919,https://www.tvmaze.com/shows/55919/klassen,Klassen,Scripted,Norwegian,"['Drama', 'Comedy', 'Children']",Running,,10.0,2019-09-06,,https://tv.nrk.no/serie/klassen,57,,,"<p>Livet i klassen er som en berg- og dalbane av kjærlighet, vennskap og samhold.</p>",1650711849
50752,https://www.tvmaze.com/shows/50752/stjernestov,Stjernestøv,Scripted,Norwegian,"['Drama', 'Children', 'Family']",Ended,20.0,20.0,2020-12-01,2020-12-24,https://tv.nrk.no/serie/stjernestoev,22,,,"<p>The parents get divorced and Jo has to move to a new place. One day, Nordstjerna goes out, and Jo discovers that a girl with magical powers lives in the attic.</p>",1611436842
