_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
39115,https://www.tvmaze.com/shows/39115/obycnaa-zensina,Обычная женщина,Scripted,Russian,"['Drama', 'Crime', 'Mystery']",Ended,50.0,48.0,2018-10-29,2021-01-07,https://premier.one/show/8405,36,,,"<p>Marina is in her late 30s, she has a successful business and a close-knit family. Her husband is a surgeon and her daughters study at fancy establishments. To everybody her life seems perfect. Though, it is all just a facade concealing the real problems: her husband has a mistress, her elder daughter is a slacker and drug-dealer, her youngest is a sociopath. Well, Marina herself is not really a flower-lady, but a brothel-keeper who is hiding her dark business from everyone. The truth may come out when a girl of Marina's is found dead.</p>",1610110841
43722,https://www.tvmaze.com/shows/43722/257-pricin-ctoby-zit,"257 причин, чтобы жить",Scripted,Russian,"['Drama', 'Comedy']",Ended,25.0,24.0,2020-03-26,2021-01-21,https://start.ru/watch/257-prichin-chtoby-zhit,38,,,"<p>When terminal cancer patient Zhenya unexpectedly receives a clean bill of health, she can't believe it. She's in remission. But then her life implodes. Homeless, unemployed, and newly single - she stumbles across a list she wrote while she was sick of things she wanted to do when she got better. 257 of them - and now she won't give up until she checks off them all!</p>",1617283904
48151,https://www.tvmaze.com/shows/48151/smesariki-novyj-sezon,Смешарики. Новый сезон,Animation,Russian,"['Comedy', 'Family']",Running,7.0,7.0,2020-05-18,,https://www.kinopoisk.ru/series/1379016/,79,,,"<p>Stories about friendship and adventures of charming round heroes. Fun and musical, unexpected and dreamy, homely and adventurous. The whole world in one cozy chamomile valley.</p>",1646904606
48151,https://www.tvmaze.com/shows/48151/smesariki-novyj-sezon,Смешарики. Новый сезон,Animation,Russian,"['Comedy', 'Family']",Running,7.0,7.0,2020-05-18,,https://www.kinopoisk.ru/series/1379016/,79,,,"<p>Stories about friendship and adventures of charming round heroes. Fun and musical, unexpected and dreamy, homely and adventurous. The whole world in one cozy chamomile valley.</p>",1646904606
49280,https://www.tvmaze.com/shows/49280/psih,Псих,Scripted,Russian,"['Drama', 'Thriller']",Ended,62.0,62.0,2020-11-05,2020-12-24,https://more.tv/psih,29,,,"<p>Oleg is a metropolitan psychotherapist. Clients of the central district of Moscow line up to him. Only lately Oleg doesn't like them, he tolerates them. Midlife crisis, life with mom at 40, loss of self-esteem, drug addiction, irritability and growing aggression. None of the clients are aware of his problems. From the outside, he seems successful, happily married, wealthy. Nobody knows the truth.</p><p> </p><p>A year ago, his wife went missing. She has been gone for 384 days.</p>",1619195413
52181,https://www.tvmaze.com/shows/52181/volk,Волк,Scripted,Russian,"['Drama', 'Adventure', 'Mystery']",Ended,51.0,50.0,2020-12-07,2020-12-28,https://premier.one/show/12339,25,,,,1640435531
52181,https://www.tvmaze.com/shows/52181/volk,Волк,Scripted,Russian,"['Drama', 'Adventure', 'Mystery']",Ended,51.0,50.0,2020-12-07,2020-12-28,https://premier.one/show/12339,25,,,,1640435531
52499,https://www.tvmaze.com/shows/52499/passaziry,Пассажиры,Scripted,Russian,"['Drama', 'Supernatural']",Running,22.0,23.0,2020-12-24,,https://start.ru/watch/passazhiry,84,,,,1651990755
52499,https://www.tvmaze.com/shows/52499/passaziry,Пассажиры,Scripted,Russian,"['Drama', 'Supernatural']",Running,22.0,23.0,2020-12-24,,https://start.ru/watch/passazhiry,84,,,,1651990755
38031,https://www.tvmaze.com/shows/38031/theres-a-pit-in-my-senior-martial-brothers-brain,There's a Pit in My Senior Martial Brother's Brain,Animation,Chinese,"['Comedy', 'Action', 'Adventure', 'Anime']",Running,20.0,10.0,2018-04-04,,https://www.bilibili.com/bangumi/media/md17632/,23,,,,1607964656
53830,https://www.tvmaze.com/shows/53830/witches,Witches,Variety,Korean,['Sports'],Ended,30.0,30.0,2020-12-17,2021-01-14,https://www.wavve.com/player/vod?programid=C9901_C99000000047&page=1,15,,,"<p>Yoon Bo Mi of Apink Comedian Kim Min Kyoung, the former rhythmic gymnast Shin Soo Ji, Cheerleader Park Ki Ryang, Anchorwoman Park Ji Young, and Actress Kang So Yeon are huge fans of baseball. They come together to actually try playing baseball themselves instead of just watching it. Although they all work in different industries, they unite thanks to their mutual love of the sport. Together, they strive to compete against other amateur teams. Will their earnest desire to work together and their ambition to win make all the difference? How will they grow together as a team?</p>",1614461893
53830,https://www.tvmaze.com/shows/53830/witches,Witches,Variety,Korean,['Sports'],Ended,30.0,30.0,2020-12-17,2021-01-14,https://www.wavve.com/player/vod?programid=C9901_C99000000047&page=1,15,,,"<p>Yoon Bo Mi of Apink Comedian Kim Min Kyoung, the former rhythmic gymnast Shin Soo Ji, Cheerleader Park Ki Ryang, Anchorwoman Park Ji Young, and Actress Kang So Yeon are huge fans of baseball. They come together to actually try playing baseball themselves instead of just watching it. Although they all work in different industries, they unite thanks to their mutual love of the sport. Together, they strive to compete against other amateur teams. Will their earnest desire to work together and their ambition to win make all the difference? How will they grow together as a team?</p>",1614461893
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
41490,https://www.tvmaze.com/shows/41490/unique-lady,Unique Lady,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,38.0,42.0,2019-01-17,2021-01-07,http://www.iqiyi.com/a_19rrhvpyyp.html,68,,,"<p>Lin Luo Jing accidentally gets drawn into a game world where she is the daughter of the prime minister and meets all kind of beautiful men with different personalities. Among them are a sword deity, an imperial bodyguard, a playful rich man and an arrogant prince. The system informs her that she can only return to the real world after she finds her true love. While there seems tobe an abundance of good men around Luo Jing, there is one man she can't stand at all: the prince of the barbarian Yuan Kingdom Zhong Wu Mei. But out of all men, she ends up in an arranged marriage with Wu Mei.</p><p>Thus begins their love-hate relationship and her journey to find true love in order to win the game.</p>",1651863266
