_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
39115,https://www.tvmaze.com/shows/39115/obycnaa-zensina,Обычная женщина,Scripted,Russian,"['Drama', 'Crime', 'Mystery']",Ended,50.0,48.0,2018-10-29,2021-01-07,https://premier.one/show/8405,36,,,"<p>Marina is in her late 30s, she has a successful business and a close-knit family. Her husband is a surgeon and her daughters study at fancy establishments. To everybody her life seems perfect. Though, it is all just a facade concealing the real problems: her husband has a mistress, her elder daughter is a slacker and drug-dealer, her youngest is a sociopath. Well, Marina herself is not really a flower-lady, but a brothel-keeper who is hiding her dark business from everyone. The truth may come out when a girl of Marina's is found dead.</p>",1610110841
48683,https://www.tvmaze.com/shows/48683/ispoved,Исповедь,Documentary,Russian,[],Ended,48.0,47.0,2020-05-11,2021-02-08,https://premier.one/collections/134,2,,,"<p>This is not an interview, this is a confession. Revelations of the artist in the form of a monologue. The guest's opinion may not coincide with the opinion of the PREMIER platform editorial board.</p>",1637061807
52181,https://www.tvmaze.com/shows/52181/volk,Волк,Scripted,Russian,"['Drama', 'Adventure', 'Mystery']",Ended,51.0,50.0,2020-12-07,2020-12-28,https://premier.one/show/12339,25,,,,1640435531
52181,https://www.tvmaze.com/shows/52181/volk,Волк,Scripted,Russian,"['Drama', 'Adventure', 'Mystery']",Ended,51.0,50.0,2020-12-07,2020-12-28,https://premier.one/show/12339,25,,,,1640435531
52520,https://www.tvmaze.com/shows/52520/muzskaa-tema,Мужская тема,Talk Show,Russian,[],Ended,30.0,30.0,2020-12-17,2020-12-25,https://www.ivi.ru/watch/muzhskaya-tema,3,,,"<p><b>Мужская тема</b> is a symbiosis of talk shows and modern podcasts, where male celebrities answer questions that concern people in the XXI century. Bright representatives of show business, theater, pop, cinema, sports, as well as Internet stars meet in the barbershop. Here, on male territory, they can openly discuss a variety of topics, sometimes seriously, and sometimes with humor. This is a chance to see the idol in a confidential communication without notes, compare his opinion with your own and hear what men really talk about when there is not a single girl around.</p>",1616722619
54541,https://www.tvmaze.com/shows/54541/god-of-ten-thousand-realms,God of Ten Thousand Realms,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,7.0,7.0,2020-12-21,,https://v.qq.com/detail/m/mzc002007995z4v.html,65,,,"<p>At the end of the calendar 2020, the continent of Stern, which has reached the end of civilization due to the exhaustion of magic elements, ushered in the destruction of the continent under the void storm. Ye Xuan, the last god of law in the mainland, unexpectedly awakened in the era of the prosperous magic civilization three thousand years ago and became an ordinary student at the Sith Magic Academy on the border of the Kingdom of Orlando in the northwest of the mainland. In order to save the mainland and prevent the end from coming, Ye Xuan began to explore the mystery of the dark turmoil that led to the depletion of magical elements in the mainland three thousand years ago, to prevent the mainland crisis.</p>",1642689319
54541,https://www.tvmaze.com/shows/54541/god-of-ten-thousand-realms,God of Ten Thousand Realms,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,7.0,7.0,2020-12-21,,https://v.qq.com/detail/m/mzc002007995z4v.html,65,,,"<p>At the end of the calendar 2020, the continent of Stern, which has reached the end of civilization due to the exhaustion of magic elements, ushered in the destruction of the continent under the void storm. Ye Xuan, the last god of law in the mainland, unexpectedly awakened in the era of the prosperous magic civilization three thousand years ago and became an ordinary student at the Sith Magic Academy on the border of the Kingdom of Orlando in the northwest of the mainland. In order to save the mainland and prevent the end from coming, Ye Xuan began to explore the mystery of the dark turmoil that led to the depletion of magical elements in the mainland three thousand years ago, to prevent the mainland crisis.</p>",1642689319
54541,https://www.tvmaze.com/shows/54541/god-of-ten-thousand-realms,God of Ten Thousand Realms,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,7.0,7.0,2020-12-21,,https://v.qq.com/detail/m/mzc002007995z4v.html,65,,,"<p>At the end of the calendar 2020, the continent of Stern, which has reached the end of civilization due to the exhaustion of magic elements, ushered in the destruction of the continent under the void storm. Ye Xuan, the last god of law in the mainland, unexpectedly awakened in the era of the prosperous magic civilization three thousand years ago and became an ordinary student at the Sith Magic Academy on the border of the Kingdom of Orlando in the northwest of the mainland. In order to save the mainland and prevent the end from coming, Ye Xuan began to explore the mystery of the dark turmoil that led to the depletion of magical elements in the mainland three thousand years ago, to prevent the mainland crisis.</p>",1642689319
56655,https://www.tvmaze.com/shows/56655/going-seventeen,Going Seventeen,Variety,Korean,[],Running,30.0,30.0,2017-06-12,,,18,,,"<p>Initially a series of behind-the-scenes vlogs, <b>Going Seventeen</b> has taken a more structured route since mid-2019 and is now a reality-variety show with themed episodes. Every week, the members of Seventeen play games or participate in a variety of activities for everyone's delight and entertainment. Season 2021's keyword is ""Watch What You Say"", meaning that anything the members say can and will be turned into content...</p>",1651763872
52898,https://www.tvmaze.com/shows/52898/legend-of-yun-qian,Legend of Yun Qian,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,4.0,4.0,2020-12-21,2020-12-31,,67,,,"<p>The disciples of the Lingchuan Sect have guarded the Fans of Heaven and Earth for nearly a century. Mu Yun and Hua Yue are the only disciples of the sect that are left. The stubborn and disobedient Hua Yue unintentionally discovers that the Fan of Heaven possesses the power to travel through time. To escape being forced to study and practice martial arts by Mu Yun, Hua Yue travels to the future to have fun. Hundreds of years in the future she meets Xiao Qian who looks exactly like her. Secrets come to the surface, and adventures take place.</p>",1649956202
