_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
41648,https://www.tvmaze.com/shows/41648/sim-for-you,Sim for You,Reality,Korean,[],Running,16.0,16.0,2019-03-25,,https://www.vlive.tv/video/121637,71,,,<p><b>Sim for You</b> is a reality series that chronicles each EXO member's life and reveal stories from their everyday life as a series.</p>,1608499007
7847,https://www.tvmaze.com/shows/7847/po-sezonu-videodajdzest-seasonvar,По сезону. Видеодайджест Seasonvar,Talk Show,Russian,[],Running,9.0,9.0,2015-02-13,,http://seasonvar.ru/serial-11488-Po_sezonu_Videodajdzhest_Seasonvar.html,28,,,"<p>Weekly videodaydzhest on site seasonvar.ru and creative team viruseproject.tv. In ten minutes, we talk about the most important events of the past week: look down on the set is not yet published projects, sharing the secrets of private life actors consider the prospects for the development of genres and discuss news TV industry! In videodaydzheste you will find only reliable information from Russian and foreign publications, as well as take part in choosing the best show of the month! Our weekly news videodaydzhest will suit every viewer, so gather good company with family and friends, as well as stock up on popcorn - these ten minutes you shock, delight and inform the latest news about your favorite TV projects!</p>",1651181655
35551,https://www.tvmaze.com/shows/35551/soul-land,Soul Land,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,20.0,20.0,2018-01-13,,https://v.qq.com/detail/m/m441e3rjq9kwpsc.html,89,,,"<p>Tang San spent his life in the Tang Outer Sect, dedicated to the creation and mastery of hidden weapons. Once he stole the secret lore of the Inner Sect to reach the pinnacle of his art, his only way out was death. But after throwing himself off the deadly Hell's Peak he was reborn in a different world, the world of Douluo Dalu, a world where every person has a spirit of their own, and those with powerful spirits can practice their spirit power to rise and become Spirit Masters.<br /><br />The spirit that awakens within Tang San is Blue Silver Grass, a useless spirit. Can he overcome the difficulties to reach the high ranks of Spirit Masters and bring the glory of the Tang Sect into this new world?</p>",1643317205
51670,https://www.tvmaze.com/shows/51670/heaven-officials-blessing,Heaven Official's Blessing,Animation,Chinese,"['Drama', 'Anime', 'Fantasy', 'Romance']",Running,25.0,25.0,2020-10-31,,https://www.bilibili.com/tgcf,52,,,"<p>""Have you heard? The rubbish Heaven Official is having an affair with the ghost realm's number one bigshot!""</p><p>Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age. Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens... yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.</p>",1637711852
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
47912,https://www.tvmaze.com/shows/47912/the-wolf,The Wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,2021-01-04,https://www.iqiyi.com/lib/m_213579814.html,39,,,"<p>The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side.</p>",1648217029
55919,https://www.tvmaze.com/shows/55919/klassen,Klassen,Scripted,Norwegian,"['Drama', 'Comedy', 'Children']",Running,,10.0,2019-09-06,,https://tv.nrk.no/serie/klassen,57,,,"<p>Livet i klassen er som en berg- og dalbane av kjærlighet, vennskap og samhold.</p>",1650711849
31894,https://www.tvmaze.com/shows/31894/team-ingebrigtsen,Team Ingebrigtsen,Documentary,Norwegian,"['Family', 'Sports']",To Be Determined,,47.0,2016-03-17,,https://tv.nrk.no/serie/team-ingebrigtsen,23,,,<p>A documentary series about the running family Ingebrigtsen.</p>,1640381442
31894,https://www.tvmaze.com/shows/31894/team-ingebrigtsen,Team Ingebrigtsen,Documentary,Norwegian,"['Family', 'Sports']",To Be Determined,,47.0,2016-03-17,,https://tv.nrk.no/serie/team-ingebrigtsen,23,,,<p>A documentary series about the running family Ingebrigtsen.</p>,1640381442
50752,https://www.tvmaze.com/shows/50752/stjernestov,Stjernestøv,Scripted,Norwegian,"['Drama', 'Children', 'Family']",Ended,20.0,20.0,2020-12-01,2020-12-24,https://tv.nrk.no/serie/stjernestoev,22,,,"<p>The parents get divorced and Jo has to move to a new place. One day, Nordstjerna goes out, and Jo discovers that a girl with magical powers lives in the attic.</p>",1611436842
