_embedded_show_schedule_time,_embedded_show_schedule_days
,['Friday']
,['Friday']
,['Monday']
,['Thursday']
12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
10:00,"['Monday', 'Friday']"
,['Friday']
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,[]
,[]
,['Friday']
20:00,"['Thursday', 'Friday', 'Saturday']"
20:00,"['Thursday', 'Friday', 'Saturday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
12:00,"['Thursday', 'Friday']"
,"['Tuesday', 'Friday']"
06:00,['Friday']
06:00,[]
06:00,[]
06:00,[]
06:00,[]
06:00,[]
06:00,[]
,['Friday']
,['Friday']
17:00,"['Tuesday', 'Friday']"
00:00,"['Friday', 'Saturday', 'Sunday']"
19:00,"['Thursday', 'Friday']"
,['Friday']
,['Friday']
,['Friday']
,['Friday']
12:00,['Friday']
20:00,['Friday']
,['Friday']
,['Friday']
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,[]
,[]
,[]
,[]
,[]
,['Friday']
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
,['Friday']
,['Saturday']
,['Friday']
,['Monday']
,['Friday']
,[]
20:00,['Friday']
,['Friday']
,[]
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
12:00,['Friday']
,[]
,"['Tuesday', 'Friday']"
,['Friday']
,['Friday']
,['Friday']
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,['Friday']
20:00,['Friday']
20:00,['Friday']
20:00,['Friday']
,['Friday']
,['Friday']
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
20:45,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
21:00,"['Wednesday', 'Thursday', 'Friday']"
,['Thursday']
00:00,"['Monday', 'Wednesday', 'Friday']"
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
22:00,['Friday']
