_embedded_show_schedule_time,_embedded_show_schedule_days
22:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
12:00,['Monday']
,"['Monday', 'Thursday']"
,"['Monday', 'Thursday']"
12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
10:00,"['Monday', 'Friday']"
10:00,"['Monday', 'Friday']"
10:00,"['Monday', 'Friday']"
08:00,['Wednesday']
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
10:00,"['Monday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Thursday']
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Sunday']
,['Monday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,[]
,['Monday']
,[]
,['Monday']
,['Monday']
,['Monday']
,"['Tuesday', 'Thursday']"
,['Monday']
,"['Tuesday', 'Wednesday', 'Thursday']"
,['Monday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,[]
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,['Monday']
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
,['Monday']
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,['Monday']
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
,"['Monday', 'Tuesday']"
20:00,"['Monday', 'Sunday']"
20:00,"['Monday', 'Sunday']"
,[]
,['Monday']
,['Monday']
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
20:45,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
00:00,"['Monday', 'Wednesday', 'Friday']"
19:00,['Monday']
,"['Monday', 'Tuesday']"
,['Monday']
,['Monday']
,['Sunday']
,['Monday']
,['Monday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
21:00,['Wednesday']
,['Thursday']
20:00,['Monday']
,['Monday']
