_embedded_show_schedule_time,_embedded_show_schedule_days
22:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
,"['Monday', 'Thursday']"
,"['Monday', 'Thursday']"
,['Friday']
,['Friday']
11:00,['Thursday']
,[]
,[]
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,[]
,[]
20:00,"['Thursday', 'Friday', 'Saturday']"
20:00,"['Thursday', 'Friday', 'Saturday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
20:00,['Thursday']
20:00,['Thursday']
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
12:00,"['Thursday', 'Friday']"
10:00,"['Monday', 'Thursday']"
,['Thursday']
,"['Wednesday', 'Thursday']"
,"['Wednesday', 'Thursday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
06:00,"['Monday', 'Thursday']"
06:00,"['Monday', 'Thursday']"
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Thursday']
17:00,"['Thursday', 'Sunday']"
20:20,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
19:00,['Thursday']
18:00,"['Thursday', 'Saturday']"
19:00,"['Thursday', 'Friday']"
,"['Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Thursday']
,['Thursday']
,['Thursday']
,[]
,['Thursday']
,['Thursday']
,['Thursday']
,[]
,['Thursday']
,['Wednesday']
,[]
,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,['Sunday']
,['Thursday']
,[]
,[]
,[]
,"['Monday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Thursday']
,[]
,['Thursday']
,[]
,[]
,[]
20:45,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
21:00,"['Wednesday', 'Thursday', 'Friday']"
21:00,"['Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
,[]
,[]
,[]
,[]
,[]
,['Thursday']
,[]
,['Thursday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
15:00,['Thursday']
