_embedded_show_schedule_time,_embedded_show_schedule_days
,"['Monday', 'Wednesday', 'Friday']"
10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
23:45,['Saturday']
10:00,['Tuesday']
10:00,"['Tuesday', 'Sunday']"
22:00,['Tuesday']
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Tuesday', 'Friday']"
08:00,['Sunday']
17:00,['Tuesday']
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
06:00,[]
06:00,[]
06:00,[]
17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']"
,[]
19:00,['Thursday']
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Tuesday', 'Thursday']"
,['Tuesday']
,['Tuesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,[]
,[]
,['Tuesday']
,['Thursday']
,[]
,['Monday']
00:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Tuesday']
,['Tuesday']
,['Tuesday']
,['Tuesday']
,['Tuesday']
,['Tuesday']
,[]
,"['Tuesday', 'Wednesday', 'Thursday']"
,['Tuesday']
,['Tuesday']
,['Tuesday']
,['Tuesday']
,['Sunday']
,"['Monday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
07:00,['Tuesday']
,['Tuesday']
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,[]
,[]
,['Tuesday']
,['Tuesday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
,[]
,"['Tuesday', 'Friday']"
,[]
,[]
,[]
,[]
,['Tuesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
22:00,['Tuesday']
08:30,['Saturday']
00:25,['Tuesday']
,['Tuesday']
,['Tuesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Monday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:40,['Tuesday']
20:40,['Tuesday']
15:00,['Tuesday']
