_embedded_show_schedule_time,_embedded_show_schedule_days
,['Monday']
10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
11:00,"['Wednesday', 'Thursday']"
10:00,['Wednesday']
10:00,['Wednesday']
12:00,['Wednesday']
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
,['Wednesday']
,"['Wednesday', 'Saturday']"
,"['Wednesday', 'Thursday']"
,"['Wednesday', 'Thursday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']"
,[]
18:00,['Saturday']
,['Friday']
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Wednesday']
,['Wednesday']
,['Wednesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Wednesday']
,['Wednesday']
,[]
,"['Wednesday', 'Thursday']"
,['Wednesday']
,['Wednesday']
,[]
,['Wednesday']
,['Monday']
,['Wednesday']
,"['Tuesday', 'Wednesday', 'Thursday']"
,['Wednesday']
,['Saturday']
,[]
,"['Monday', 'Wednesday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday']"
,['Wednesday']
,[]
20:00,['Thursday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,[]
,[]
,[]
,[]
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
,[]
,['Friday']
,['Thursday']
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
21:00,"['Wednesday', 'Thursday', 'Friday']"
21:00,"['Wednesday', 'Thursday', 'Friday']"
,[]
10:00,['Wednesday']
00:00,"['Monday', 'Wednesday', 'Friday']"
19:00,['Wednesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
19:00,['Wednesday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
15:00,['Wednesday']
20:00,['Tuesday']
21:25,['Wednesday']
00:00,['Wednesday']
