_embedded_show_schedule_time,_embedded_show_schedule_days
,"['Tuesday', 'Saturday']"
,[]
10:00,['Saturday']
12:00,['Saturday']
11:00,['Saturday']
,[]
,[]
20:00,"['Thursday', 'Friday', 'Saturday']"
20:00,"['Thursday', 'Friday', 'Saturday']"
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
19:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
17:00,['Saturday']
18:00,"['Thursday', 'Saturday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Saturday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Saturday']
,['Saturday']
,['Saturday']
,['Saturday']
,['Saturday']
,['Saturday']
20:00,"['Monday', 'Saturday', 'Sunday']"
20:00,"['Monday', 'Saturday', 'Sunday']"
20:00,"['Monday', 'Saturday', 'Sunday']"
20:00,"['Monday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Thursday', 'Friday', 'Saturday']"
,"['Thursday', 'Friday', 'Saturday']"
,['Saturday']
,[]
,[]
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
20:45,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Saturday']
18:00,['Saturday']
12:00,['Monday']
,[]
,['Saturday']
,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
16:00,['Saturday']
