_embedded_show_schedule_time,_embedded_show_schedule_days
,"['Monday', 'Wednesday', 'Friday']"
,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
,['Thursday']
10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
11:00,"['Wednesday', 'Thursday']"
11:00,['Thursday']
,['Thursday']
,[]
,[]
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
12:00,"['Tuesday', 'Wednesday', 'Thursday']"
20:00,['Thursday']
20:00,['Thursday']
10:00,"['Monday', 'Thursday']"
,['Thursday']
,"['Wednesday', 'Thursday']"
,"['Wednesday', 'Thursday']"
22:00,['Thursday']
06:00,['Thursday']
06:00,['Thursday']
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']"
,['Friday']
,['Thursday']
17:00,"['Thursday', 'Sunday']"
20:20,['Thursday']
22:00,['Thursday']
18:00,['Saturday']
19:00,['Thursday']
18:00,"['Thursday', 'Saturday']"
,"['Wednesday', 'Thursday']"
,"['Wednesday', 'Thursday']"
,['Thursday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Thursday']
,"['Tuesday', 'Thursday']"
,['Thursday']
,['Thursday']
,[]
,"['Monday', 'Thursday']"
,[]
,['Thursday']
,['Thursday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,[]
,['Thursday']
,['Thursday']
,[]
,['Thursday']
,['Thursday']
,['Thursday']
,"['Tuesday', 'Wednesday', 'Thursday']"
,['Thursday']
,['Thursday']
,[]
,['Thursday']
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Thursday']
20:00,"['Thursday', 'Friday']"
20:00,"['Thursday', 'Friday']"
20:00,"['Thursday', 'Friday']"
20:00,"['Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Thursday']
,['Thursday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
,['Thursday']
,['Thursday']
,[]
,[]
08:00,['Thursday']
21:00,"['Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,[]
,['Thursday']
,['Thursday']
,['Thursday']
,[]
,[]
,[]
,[]
,[]
,['Thursday']
,['Thursday']
,[]
,[]
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,[]
,['Thursday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,"['Wednesday', 'Thursday']"
,[]
,[]
,[]
,[]
19:25,['Thursday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
15:00,['Thursday']
