_embedded_show_schedule_time,_embedded_show_schedule_days
,"['Monday', 'Thursday']"
,"['Monday', 'Thursday']"
10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
08:00,['Wednesday']
12:00,['Monday']
10:00,"['Monday', 'Thursday']"
10:00,"['Monday', 'Friday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Thursday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Thursday']"
,['Sunday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,[]
,['Thursday']
,['Monday']
,[]
,['Monday']
,['Monday']
,['Monday']
,['Monday']
,['Monday']
,['Monday']
,['Monday']
,[]
,"['Monday', 'Wednesday']"
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
20:00,['Monday']
,['Monday']
,['Monday']
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,['Monday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Monday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
,[]
,['Monday']
,['Monday']
,[]
,['Monday']
,['Monday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
,[]
00:00,"['Monday', 'Wednesday', 'Friday']"
19:00,['Monday']
,"['Monday', 'Tuesday']"
,['Monday']
,['Sunday']
,['Monday']
,['Monday']
,['Tuesday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,['Tuesday']
,['Tuesday']
21:00,['Monday']
21:00,['Monday']
20:00,['Monday']
,['Monday']
