_embedded_show_schedule_time,_embedded_show_schedule_days
,['Monday']
,['Wednesday']
,['Wednesday']
10:00,['Wednesday']
10:00,['Wednesday']
,"['Tuesday', 'Wednesday']"
12:00,['Wednesday']
,['Wednesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,[]
,"['Wednesday', 'Thursday']"
,"['Wednesday', 'Thursday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,[]
19:00,['Thursday']
,"['Wednesday', 'Thursday']"
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Wednesday']
,['Wednesday']
,['Wednesday']
,['Wednesday']
,['Friday']
,['Friday']
,['Friday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Wednesday']
,['Wednesday']
,[]
,"['Wednesday', 'Thursday']"
,['Wednesday']
,['Wednesday']
,[]
,[]
,[]
,"['Tuesday', 'Wednesday', 'Thursday']"
,['Wednesday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,['Saturday']
,['Wednesday']
,[]
20:00,['Thursday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
,[]
,[]
,[]
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,['Friday']
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Tuesday', 'Wednesday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,['Wednesday']
,['Wednesday']
,['Wednesday']
,[]
,[]
,[]
,[]
,[]
,[]
20:00,"['Monday', 'Tuesday', 'Wednesday']"
20:00,"['Monday', 'Tuesday', 'Wednesday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
,['Wednesday']
,[]
,['Friday']
,[]
,['Thursday']
,[]
,['Monday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday']"
08:30,['Saturday']
,[]
10:00,['Wednesday']
00:00,"['Monday', 'Wednesday', 'Friday']"
19:00,['Wednesday']
19:00,['Wednesday']
20:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
20:00,['Tuesday']
00:00,['Wednesday']
